company,education,experience,industry,jobdescription,jobid,joblocation_address,jobtitle,numberofpositions,payrate,postdate,site_name,skills,uniq_id
Technology Management Consulting,,0 - 2 yrs,Banking / Financial Services / Broking,"Job Description ? Send me Jobs like this Hi All, One of leading company in Pan India is hiring for position of Wealth Planning Officer for location Hyderabad , Chennai , Bangalore, Kolkatta,Mumbai & Delhi for full time. Please find the job description for Perusal. Position : Wealth Planning Officer. Location : Pan India . Experience : 0 to 2 years. Job Description : Achieve the set business targets on ANP and case count Acquire New Customer through following: Leads Natural market References Orphan base Fix meetings with the prospects to conduct need analysis and explain products Implement and adhere to Need Based Selling Model. Up- sell & Cross Sell the Orphan Base of Customers allocated. Ensuring timely issuance of policies by resolving pending etc. Render prompt post sales service to all allocated customers with respect to all domains Adhere to the customer touch-point engagement in order to service his portfolio of customers. Maintaining the desired persistency ratio Strategize and interact closely with the supervisor on delivering on Business nos. Work collectively with the supervisor and conduct joint sales calls whenever required To develop and implement short term and long term plans to achieve sales targets Adhere to Activity management framework advised Follow up on their database / leads provided by Lead Management System (Orphan/ New Prospects. Update the LMS (Lead management System) on a daily basis. Adhering to the Training Road map. Providing timely reports to the Supervisor / Area manager as per the requirement. Ensuring compliance to internal sales process Should be process & product champion to ensure adherence to TALIC policies and procedures. Participate in risk mitigation plans, contingency planning, business continuity programs by executing and reporting within defined timelines. Highlight and recommend process gaps, flaws and process changes. Don't miss the opportunity as opportunity comes once. Regards, T&M Services Consulting Private Limited Salary:INR 3,00,000 - 5,00,000 P.A Industry: Banking / Financial Services / Broking Functional Area: Sales , Retail , Business Development Role Category:Retail Sales Role:Sales/Business Development Manager Keyskills Sales Process Cross Selling Area Management Post Sales Training Lead Management Need Analysis Risk Mitigation Business Continuity Desired Candidate Profile Please refer to the Job description above Company Profile: Technology Management Consulting Recruitment Download PPT Photo 1 ? View Contact Details",1.11E+11,"Mumbai, Chennai, Bengaluru",Wealth Planning Officer in India,,"3,00,000 - 5,00,000 P.A",2016-10-11 16:21:02 +0000,,Sales,bf1d44e71aaac9271d6db0b32be3ed52
Meharson Management Consultants Pvt Ltd hiring for Client- of Meharson,"UG: B.Arch - Architecture, Other Graduate PG:MBA/PGDM - Any Specialization, Marketing",5 - 10 yrs,Architecture / Interior Design,"Job Description ? Send me Jobs like this i?¡± Sales Target Achievement. i?¡±Lead Generation for kitchen, wardrobes & customized furniture.i?¡±Close co-ordination with the Architects, Builders and direct channels for business Ensure the timely delivery of material by ensuring the close co-ordin Salary: Not Disclosed by Recruiter Industry: Architecture / Interior Design Functional Area: Sales , Retail , Business Development Role Category:Retail Sales Role:Sales Promotion Manager Keyskills Business Development Management Sales Lead Generation Target Achievement Senior Management Desired Candidate Profile Please refer to the Job description above Education- UG: B.Arch - Architecture, Other Graduate PG:MBA/PGDM - Any Specialization, Marketing Company Profile: Meharson Management Consultants Pvt Ltd Client- of Meharson interior space designing & production Download PPT Photo 1 ? View Contact Details",1.01E+11,"Delhi NCR, Bengaluru",Manager/ Senior Manager- Business Development/sales,,Not Disclosed by Recruiter,2016-10-10 16:21:02 +0000,,Sales,dec79a3586c84dacc49bf25aed0795e9
Kinesis Management Consultant Pvt. Ltd,,0 - 2 yrs,Telecom/ISP,"Job Description ? Send me Jobs like this Leading sales in assigned area, meeting customers,Explaining the products to the customers,giving plans of the organization.meeting HNI clients.Converting leads in sales,candidate must be creative,enthusiastic.Handle all customer complaints and resol Salary:INR 1,75,000 - 3,00,000 P.A Industry: Telecom/ISP Functional Area: Sales , Retail , Business Development Role Category:Retail Sales Role:Sales Executive/Officer Keyskills Channel Sales HNI Sales nri selling marketing bd direct sales business development bde client servicing lead generation cold calling Desired Candidate Profile Maintain and develop good relationship with customers through personal contact or meetings or via telephone etc. Must act as a bridge between the company and its current market and future markets.Display efficiency in gathering market and customer i Company Profile: Kinesis Management Consultant Pvt. Ltd Large organization The candidate will be responsible for generating sales, maintaining high customer service standards, closing orders & providing after sales service. Building and Managing relationships with customers by greeting & assisting custo Download PPT Photo 1 ? View Contact Details",2.81E+11,"Mumbai, Ahmedabad, Delhi NCR, Bengaluru, Hyderabad, Mohali, Pune, Phagwara",Channel Sales (mumbai / Bengaluru / PUNE / Ahmedabad),8,"1,75,000 - 3,00,000 P.A",2016-10-12 16:21:02 +0000,,Sales,562804f44de5ca169f7294c051c440d8
InstaCar Technologies Pvt. Ltd.,,3 - 5 yrs,IT-Software / Software Services,"Job Description ? Send me Jobs like this In this role, you will need to be able to handle a wide range of administrative support tasks and juggle diverse responsibilities. You enjoy working in a constantly changing environment and streamlining hectic days. Salary:INR 2,25,000 - 4,00,000 P.A Industry: IT-Software / Software Services Functional Area: HR , Recruitment , Administration , IR Role Category:Administration/Facility Management Role:Executive/ Sr Executive - Administration Keyskills Administration EA Personal Assistance Administrative Support admin support Desired Candidate Profile Please refer to the Job description above Company Profile: InstaCar Technologies Pvt. Ltd. We are a fast-growing taxi rental marketplace with one dream: making each road trip happy. Attempting to fill the gap of getting outstation taxis across India. Download PPT Photo 1 ? View Contact Details",50416002099,"Bengaluru, Indore, Mumbai",Personal Assistant To Director,,"2,25,000 - 4,00,000 P.A",2016-10-11 16:21:02 +0000,,HR,614804d839c6a9058bafa581cd508da7
Confidential,UG: Any Graduate - Any Specialization,3 - 5 yrs,IT-Software / Software Services,"Job Description ? Send me Jobs like this Primary Skills: 3 - 5 years of experience in Server side JAVA programming, Multi-threaded programming. Excellent knowledge of OO concepts and design. Experience of Spring Framework, SQL/Database programming, ORM mapping, SOAP/REST API development Experience in network programming, windows & Linux environment Apply analytical, technical and programmatic skills to resolve application related issues. Secondary Skills : IMS/VOIP knowledge is desirable. Knowledge of telecom domain is desirable. Salary: Not Disclosed by Recruiter Industry: IT-Software / Software Services Functional Area: IT Software - Application Programming , Maintenance Role Category:Programming & Design Role:Software Developer Keyskills Java server Professionals Java server Server side JAVA programming Multi - threaded programming Spring Framework SOAP REST API development Desired Candidate Profile ? Education- UG: Any Graduate - Any Specialization Company Profile: Confidential Confidential Download PPT Photo 1 ? View Contact Details",50916900991,Bengaluru,Java Server Professionals,,Not Disclosed by Recruiter,2016-10-10 16:21:02 +0000,,IT Software - Application Programming,6fd1df11f23fde40fe9f21a892838007
HiTech Placements,UG: Any Graduate - Any Specialization PG:Any Postgraduate - Any Specialization Doctorate:Any Doctorate - Any Specialization,1 - 2 yrs,Construction / Engineering / Cement / Metals,"Job Description ? Send me Jobs like this * Overall Supervising Housekeeping & Cleanliness of Office / Guest House Areas. * Co-ordination for Seminars / Conferences:Supportive Preparatory Activities, Food Linkages, Tea / Coffee Arrangement & Event Requirement. Salary: Not Disclosed by Recruiter Industry: Construction / Engineering / Cement / Metals Functional Area: Hotels , Restaurants Role Category:Housekeeping Role:Housekeeping Manager Keyskills Programme Co - ordinator Supervising Housekeeping Supportive Preparatory Activities Hotel Management Database Desired Candidate Profile Education: Diploma / Degree in Hotel Management. * Guest House Rooms Management:Managing Room Reservation Requests, Guest Requirements, Database Billing). Education- UG: Any Graduate - Any Specialization PG:Any Postgraduate - Any Specialization Doctorate:Any Doctorate - Any Specialization Company Profile: HiTech Placements . HITECH has grown fastest as Reliable & Quality Service Provider having its main focus to offer high quality expertise to both Clients & Candidates.......... Website: .......www.hitechmanpower.com Email: .......cv@hitechmanpower.com . Download PPT Photo 1 ? View Contact Details",21016001041,Bengaluru Bangalore,"Programme Co-ordinator - Jobs, Bangalore / Bengaluru",,Not Disclosed by Recruiter,2016-10-12 16:21:02 +0000,,Hotels,f5fcf4271033cc30224e282e979d95df
Speed Jobs Consultancy,,2 - 7 yrs,Banking / Financial Services / Broking,"Job Description ? Send me Jobs like this Job Description: Will be required to generate business for designated branch in the assigned geography Sales of Savings Account along with other bank products. Responsibility of the ASM is to develop leads and get customers for liability products Market mapping, customer mapping, competitor mapping in the geography assigned. Salary:INR 2,00,000 - 4,00,000 P.A Industry: Banking / Financial Services / Broking Functional Area: Sales , Retail , Business Development Role Category:Retail Sales Role:Sales/Business Development Manager Keyskills Sales Liability Products Market Mapping Business Generation client relationship client generation Sales Marketing direct sales corporate sales sales executive marketing executive sales manager sales insurance direct marketing Desired Candidate Profile ?Should have good experience in Sales & MarketingTwo Wheeler is mustshould have good communication skillShould have good presentation skillWilling to do out door marketing Company Profile: Speed Jobs Consultancy No1 Bank in India Download PPT Photo 1 ? View Contact Details",1.11E+11,Bengaluru,Assistant Acquisition Manager-9986977238,10,"2,00,000 - 4,00,000 P.A",2016-10-11 16:21:02 +0000,,Sales,1071125465fae1d7d042f6d6b598a8ba
Happiest Minds Technologies Pvt.Ltd,UG: Any Graduate - Any Specialization PG:Any Postgraduate,4 - 8 yrs,IT-Software / Software Services,"Job Description ? Send me Jobs like this - Min 4 years experience in Java, Spring, Hibernate, JPA, JMS, SOAP or REST web services - Must have experience in javascript (AJAX, ExtJs, JQuery, etc) - Must be good problem solving skills and have solid understanding of Object Oriented concepts, web application development best practices and frameworks - Development experience using JSON, Ajax etc. - Experience in javascript frameworks like Node.JS, Angular.JS, Backbone.js a plus - Knowledge of reporting and data mining tools like BIRT/Jasper/Pentaho is a plus Salary: Not Disclosed by Recruiter Industry: IT-Software / Software Services Functional Area: IT Software - Other Role Category:Programming & Design Role:Software Developer Keyskills Java Rest Spring Hibernate Desired Candidate Profile Please refer to the Job description above Education- UG: Any Graduate - Any Specialization PG:Any Postgraduate Company Profile: Happiest Minds Technologies Pvt.Ltd Happiest Minds is a next generation digital transformation, infrastructure, security and product engineering Services Company with 2000+ people, 16 locations and serving over 100 customers. Product Engineering Services (PES) Business Unit of Happiest Minds works with ISV and Technology companies on disruptive technologies to enable them to stay competitive in marketplace. Happiest Minds offers technology solutions applying skills, IPs and functional expertise. These services have applicability across different segment of customers such as Enterprise Solutions, Consumer oriented technologies, M2M/IoT, and Data Center Technologies. Headquartered in Bangalore, India, Happiest Minds has operations in the US, UK, Singapore, Australia Download PPT Photo 1 ? View Contact Details",2.41E+11,Bengaluru,Java Developers - Happiest Minds Technology - Banaglore,,Not Disclosed by Recruiter,2016-10-10 16:21:02 +0000,,IT Software - Other,8d08b0dc3c881abbcaf9918ac28f885f
Confidential,UG: B.Tech/B.E. - Computers PG:M.Tech - Computers,8 - 10 yrs,Strategy / Management Consulting Firms,"Job Description ? Send me Jobs like this Min 8+ yrs of Exp in implementing PEGA projects Experience in designing and archiecting PEGA solutions Very good communication skills Ability to engage with customer effectively Engage with customer SME / Architectand understand pain areas / project requirements Create functional Design, Construct Class Hierarchy and Object Models, Define Test Strategy Design / Architect PEGA solution for customer problem Help create road map for the project Provide technical leadership to project team Derive and enforce best practices in PEGA architecture / desing / coding Work on multiple to provide technical leadership on PEGA project implemnetation Help enable PEGA experts to next level by way of mentoring / taking training Salary: Not Disclosed by Recruiter Industry: Strategy / Management Consulting Firms Functional Area: IT Software - Application Programming , Maintenance Role Category:Programming & Design Role:Technical Architect Keyskills Mentoring Technical Leadership Test Strategy Pega Architect Desired Candidate Profile ? Education- UG: B.Tech/B.E. - Computers PG:M.Tech - Computers Company Profile: Confidential Confidential Download PPT Photo 1 ? View Contact Details",1.21E+11,Bengaluru,Pega Certified Architect,,Not Disclosed by Recruiter,2016-10-10 16:21:02 +0000,,IT Software - Application Programming,0fbf82a259fde2aabd795f9ca7f934a7
"Talent Bee Consulting Pvt. Ltd hiring for A young and reputed Nbfc, specialised in Working Capital Loans in SME sector","UG: Any Graduate - Any Specialization PG:MBA/PGDM - Any Specialization, CA Doctorate:Doctorate Not Required",7 - 10 yrs,Banking / Financial Services / Broking,"Job Description ? Send me Jobs like this Role: Evaluation activities of SME Working Capital Loans Requirements: 1. 7-10 Years of Credit Underwriting experience in a NBFC or Pvt Bank, catering to the SME / Business / Corporate units 2. CA/ MBA with good analytical and communication skills Salary:INR 12,00,000 - 15,00,000 P.A Industry: Banking / Financial Services / Broking Functional Area: Financial Services , Banking , Investments , Insurance Role Category:Corporate Banking Role:Credit Manager-Corporate Banking Keyskills Credit Management Underwriting SME Loans Business Loans Credit Underwriting Working Capital Loans Desired Candidate Profile You are currently a Credit Manager in a reputed NBFC or Pvt Bank. You are experienced in underwriting of Corporate/Business Loans. You are a CA or MBA and have good communication and analytical skills. Education- UG: Any Graduate - Any Specialization PG:MBA/PGDM - Any Specialization, CA Doctorate:Doctorate Not Required Company Profile: Talent Bee Consulting Pvt. Ltd A young and reputed Nbfc, specialised in Working Capital Loans in SME sector Hiring for one of its reputed clients in the financial sector. Reach us faster! Apply directly on http://talentbee.in/candidates/ Download PPT Photo 1 ? View Contact Details",1.01E+11,Bengaluru,"Area Credit Manager (sme/business/corporate Loans) - Ca/mba, Bangalore",,"12,00,000 - 15,00,000 P.A",2016-10-10 16:21:02 +0000,,Financial Services,975ffc76759e0cf39dad3646f8d908eb
Premium hiring for Independent HR Consulting,UG: Any Graduate - Any Specialization Doctorate:Doctorate Not Required,15 - 20 yrs,NGO / Social Services / Regulators / Industry Associations,"Job Description ? Send me Jobs like this JOB Description : Our reputed NGO client - under the umbrella Group started by one of the co-founders of Infosys is looking to hire a highly skilled and passionate social cause evangelist and leader. Is this you- Position : Chairman - Academy Reporting to : CEO - Foundation About the Organization : - The NGO is a school of repute in imparting training for children with neuro developmental disabilities. The school aims to improve the access to schools for all such children regardless of their background. Having been in this domain for over a decade, as a logical expansion, it has spread its wings in the following areas to accommodate and enrich the lives of differently abled members of the Society : - Vocational Centre to enable the physically and mentally challenged to lead a life of dignity, self-worth and self-reliance by providing training and employment. - Reach out to nearby villages and extend the service. - To provide rehabilitation support services for persons with severe disabilities, to train in skill areas such as wheel chair mobility, to provide ample opportunities to develop/improve/maintain socialisation skills. - Academy - a Centre of Excellence for educating, training and empowering all stakeholders in the area of special needs. The key responsibilities of the Chairman of Academy, include the following : Strategy : - Develop Strategy to meet the Vision of the Academy by conducting appropriate training courses/ workshops to create/ develop resources in the area of Special Education for Intellectually/ Differently Abled children Financial : To ensure the financial viability of the Academy : - By choosing to run the courses that are viable - By choosing the elite programs in the Special Education Sector, even if it requires cross subsidy; by conducting viable courses - By seeking sponsorships for the students/ courses from various bodies/ government Process : - Supporting the Senior Leadership in management of initiatives/ staff - Design and develop policies for driving the Academy through strong processes and continually improve them - Challenging and monitoring the performance of the academy on a regular basis Succession Planning : Identify and develop second in line successors, at various levels. General : - Delegate authority and responsibility to the Director/ Teachers and Staff in the day-to-day management of the school and review for lapses and improvements. Salary: Not Disclosed by Recruiter Industry: NGO / Social Services / Regulators / Industry Associations Functional Area: Teaching , Education , Training , Counselling Role Category:University Level Role:Chairman Keyskills Academy Chairman Chairman Education Operations Strategy development training Desired Candidate Profile Please refer to the Job description above Education- UG: Any Graduate - Any Specialization Doctorate:Doctorate Not Required Company Profile: Premium Independent HR Consulting Leading client of Independent HR Consulting Download PPT Photo 1 ? View Contact Details",1.01E+11,Bengaluru,Academy Chairman - NGO,,Not Disclosed by Recruiter,2016-10-10 16:21:02 +0000,,Teaching,1999a14714b00d564a4d89d6cba419ef
Confidential,,3 - 6 yrs,IT-Software / Software Services,"Job Description ? Send me Jobs like this Should have experience in Teradata development Hands on experience in Fastload, Mload and Teradata SQL Good knowledge of Index, Collect Stats in Teradata Development using ETL tool ( Netezza, Informatica, Datastage etc.) Strong knowledge of BI / Data warehousing concepts Developed the Procedures, Views used by BO Reporting in Teradata. Should have played project and team management roles Strong and Deep Domain knowledge Salary: Not Disclosed by Recruiter Industry: IT-Software / Software Services Functional Area: IT Software - Application Programming , Maintenance Role Category:Programming & Design Role:Software Developer Keyskills Informatica Teradata SQL ETL Tool Data Warehousing Fastload Datastage MLOAD Netezza Bo Bi Desired Candidate Profile ? Company Profile: Confidential Confidential Download PPT Photo 1 ? View Contact Details",2.11E+11,Bengaluru,Job Opportunity for Teradata Developer with Reputed Mnc-bangalore,,Not Disclosed by Recruiter,2016-10-10 16:21:02 +0000,,IT Software - Application Programming,2aeee1dc962a443aca00960e7c7258c4
Gobrah Management Consulting Services Pvt Ltd hiring for a reputed Semiconductor company (800+ Employees),UG: Any Graduate - Any Specialization PG:Any Postgraduate Doctorate:Doctorate Not Required,6 - 11 yrs,IT-Software / Software Services,"Job Description ? Send me Jobs like this We have an urgent requirement for Sr FPGA Engineer for reputed Semiconductor Company in Bangalore. Designation: Sr FPGA Engineer Experience: 6+ Yrs Location: Bangalore Company Name: Our client is a reputed Semiconductor company (800+ Employees) Job Description: - A self-motivated BE / B Tech candidate with 6 to 8 Years of Experience in FPGA FW implementation using industry popular tools such as Altera / Xilinx. - Strong Electrical engineering fundamentals and exposure on complete FPGA Code Development cycle from conceptualization to realization - Proven experience in designing VHDL for highly complex systems with FPGA implementation - Good experience in (MIPS / ARM / Power PC) Processor based systems & good Debugging skill - Hands-on experience in one or more of the industry standard Hi-Speed interfaces such as DDR-2, DDR-3, SATA, USB 2.0, USB 3.0, Display Port, PCI-e, GB-Ethernet (10BASE-T / 100BASE-TX/1000BASE-T) etc., - Proficiency with selecting right target device for the given application. - Good mentoring, Communication Skill and Team work Knowledge on Programming concepts and C language a plus (not desired) Responsibilities: - Responsible for designing, developing, and implementing cost-effective complex systems using FPGAs with hi-speed interface standards. - Should be able to visualize top level requirements in detail and guide the team towards achieving the goal of implementing the architecture successfully. - Identifies test and diagnostic programs required at various stages of the module integration in targeted FPGA. - The job involves debug at VHDL / Gate level and bring up, co-ordination with Device vendors, Device programming /targeting new device samples for new designs etc. - Candidate should be able to come up with effort estimate on complex system design projects and identify right resources in-house for the activities involved & guide the team to achieve the goal resulting in success of the organization. Note: *** Candidates who can join in 30 -45 Days preferable. ** Please refer your friends also. If anyone is interested, please share profile to gobrahhrd@gmail.com. Regards, sujana HR 040- 64647088 Salary: Not Disclosed by Recruiter Industry: IT-Software / Software Services Functional Area: IT Software - Embedded , EDA , VLSI , ASIC , Chip Design Role Category:Programming & Design Role:Team Lead/Technical Lead Keyskills C Altera VHDL Xilinx FPGA ARM Selection USB Electrical Engineering System Design DDR SATA GB - Ethernet PCI e Desired Candidate Profile Please refer to the Job description above Education- UG: Any Graduate - Any Specialization PG:Any Postgraduate Doctorate:Doctorate Not Required Company Profile: Gobrah Management Consulting Services Pvt Ltd a reputed Semiconductor company (800+ Employees) Our client is a reputed Semiconductor company (800+ Employees) Download PPT Photo 1 ? View Contact Details",81016003506,Bengaluru,Sr FPGA Engineer - Bangalore,,Not Disclosed by Recruiter,2016-10-10 16:21:02 +0000,,IT Software - Embedded,c56d3f30aacad3cc5d7ff6b9596bd09e
Incise Infotech Pvt. Ltd.,,3 - 8 yrs,Semiconductors / Electronics,"Job Description ? Send me Jobs like this 1. Digital design verification with at least 8 year experience 2. Verification setup, TC creation and regression run, debug and enhance TB. 3. UVM experience 4. Support Design eng and SoC 5. PCI protocol experience. Salary: Not Disclosed by Recruiter Industry: Semiconductors / Electronics Functional Area: Engineering Design , R&D Role Category:Engineering Design Role:Design Engineer Keyskills Design Verification UVM Digital Design SOC pci verification Desired Candidate Profile Please refer to the Job description above Company Profile: Incise Infotech Pvt. Ltd. http://www.incise.in Download PPT Photo 1 ? View Contact Details",1.01E+11,Bengaluru,PCI Verification Engineer for Bangalore,5,Not Disclosed by Recruiter,2016-10-10 16:21:02 +0000,,Engineering Design,adffce2953de554979d64135d54c49b2
DigiCaptions India Pvt Ltd.,,0 - 1 yrs,Media / Entertainment / Internet,"Job Description ? Send me Jobs like this Position Overview : Creation of Scripting files in the broadcast (television series and movies) and/or theatrical (feature films) formats. Ensuring that these files conform to department standards and client requirements. Ensuring 100% on-time delivery, while also maintaining the department's high standards of quality. Primary Responsibilities : - Ensure that the quality of files is consistently high, and is accurate with regards to audio fidelity, timing, and other, finer editorial rules that need to be followed for the format. - Ensure that each file is checked against reference materials related to the project, and implementing required instructions, be it specific to that project or otherwise, to ensure that the final product is consistent and error-free. - Check that the file conforms to department guidelines and/or client specifications. - Ensure that every file is delivered as per specified deadlines. - Communicate clearly and effectively with supervisors and coordinators, both within the office and, if required, in the sister locations, regarding the status of work. - Follow department-specific schedules and guidelines, and demonstrate adherence to the schedule. - Follow all company policies without fail. Hiring Requirements: Good understanding of spoken English Good comprehension skills Good communication skills in English Good knowledge of computers and internet Good research skills Good knowledge of Microsoft Word, Excel and PowerPoint Team player, detail-oriented, proactive Ability to work under tight deadlines Ability to multi-task Good problem-solving skills Knowledge of and a continuing interest in media and pop culture Knowledge of any foreign language is a plus Should be above 18 years of age Open to work in all shifts including day / night Minimum 12th pass / diploma Interested candidates, Please walk-in to the below mentioned Venue between 10 AM to 4 PM on 13th Oct 16. Contact Person : Arpitha Hiremath Venue : DigiCaptions India Private Limited Embassy Golf Links Business Park Pebble Beach - Block B, 1st Floor Off Intermediate Ring Road, Domlur Bangalore 560071, INDIA Website: www.bydeluxe.com 91 80 41153000 Ext. 268 Land Mark : Near Hero Honda Showroom Thanks & Regards, Arpitha Hiremath Human Resources DigiCaptions India Pvt Ltd Salary: Not Disclosed by Recruiter Industry: Media / Entertainment / Internet Functional Area: TV , Films , Production , Broadcasting Role Category:Production/Technical Role:Assistant Editor/Editor Keyskills Editorial Spoken English Problem Solving Communication Skills Mass communication BPO English Editor English Literature BA literature MA English BA English Desired Candidate Profile Please refer to the Job description above Company Profile: DigiCaptions India Pvt Ltd. Digicaptions India Pvt Ltd is a wholly owned subsidiary of Deluxe Media (Deluxe). Deluxe is a leading supplier of DVD, Blu-ray, BD Live, and digital distribution post production services, including subtitling and localization, video compression, encoding, authoring, menu design, bonus content production, audio, and network services. We provide theatrical dubbing services, as well as point-of-purchase creative displays. Deluxe is a global company with presence in 6 countries. Our clients include the major Hollywood studios as well as a growing number of on-line retailers. Download PPT Photo 1 ? View Contact Details",1.11E+11,Bengaluru,Editor - Scripting,,Not Disclosed by Recruiter,2016-10-11 16:21:02 +0000,,TV,87094bb20b6f09a73f12c037e6f8b6d8
CGR INFO SERVICES PVT LTD. hiring for Luxury Retail,UG: Any Graduate - Any Specialization,1 - 2 yrs,Other,"Job Description ? Send me Jobs like this Candidate with 6 months + experience with HNI customer in Luxury Retail is preferred. Candidate must have very good personality and good english communication. He must have self confidence. Salary:INR 2,25,000 - 3,00,000 P.A Industry: Other Functional Area: Sales , Retail , Business Development Role Category:Retail Sales Role:Sales/Business Development Manager Keyskills Luxury Retail Brand Management Desired Candidate Profile Must have strong communication and personality Education- UG: Any Graduate - Any Specialization Company Profile: CGR INFO SERVICES PVT LTD. Luxury Retail Namasteyindiajobs.com is a recruitment brand of CGR INFO SERVICES PVT LTD Download PPT Photo 1 ? View Contact Details",1.01E+11,Bengaluru,Brand Manager- Luxury Retail,1,"2,25,000 - 3,00,000 P.A",2016-10-10 16:21:02 +0000,,Sales,dcd188c3ff36af5f82827dac7e2234a0
Confidential,UG: Any Graduate - Any Specialization,3 - 5 yrs,Recruitment / Staffing,"Job Description ? Send me Jobs like this Below is the job description: Exp :3+ years (Domain specific like Telecom, Mobile application, Manufacturing, Engineering, Oil and Gas etc) Communication skills Should possess persuasive skills Should effectively schedule and facilitate interviews Source on job portals (eg: Naukri.com) and social networking sites (LinkedIn, Facebook, etc). Strategically utilize job boards, networks, forums, blogs and research methods to source passive candidates Handle multiple requisitions Maintain high quality/maximum traction for hiring Innovate in sourcing strategies Create job descriptions Understand and extract information from job descriptions Employ the most appropriate recruitment channel to source candidates Schedule interviews Follow-up with the candidates Develop a pool of qualified candidates in advance of need Salary: Not Disclosed by Recruiter Industry: Recruitment / Staffing Functional Area: HR , Recruitment , Administration , IR Role Category:HR/ Recruitment / IR Role:Recruitment Executive Keyskills Non IT Recruitment Manufacturing Engineering IT Recruiter Technical Recruiter Technical Staffing Staffing specialist Talent Acquisition Non IT Recruiter Manufacturing Recruiter Oil and Gas Recruiter Desired Candidate Profile ? Education- UG: Any Graduate - Any Specialization Company Profile: Confidential Confidential Download PPT Photo 1 ? View Contact Details",1.30E+11,Bengaluru,IT and Non IT Recruiters.,,Not Disclosed by Recruiter,2016-10-10 16:21:02 +0000,,HR,02cbd9e16e0793ebe5b42f59029b67c7
Confidential,,5 - 8 yrs,Recruitment / Staffing,"Job Description ? Send me Jobs like this Warm Greetings from ScaleneWorks People Solution LLP. We have urgent opening for US Offshore lead at Scaleneworks Bangalore. Below is the Job Description: Excellent Communication Skills (written & speaking) Good Project Management Skills Should have experience working with US clients/stakeholders Able to Multi-Task Strong verbal and written communication skills, networking capabilities Liaison with multiple stakeholders Track Project Deliverables to logical closure Overall responsibility for smooth working right from commencement of project till handing over Self-Driven Individual Exp: 6 years 8 years Client: CDI Corporation Location: Bannerghatta, Bangalore For further info, Nanda N Sr Associate Talent Acquisition nandan@scaleneworks.org Salary: Not Disclosed by Recruiter Industry: Recruitment / Staffing Functional Area: HR , Recruitment , Administration , IR Role Category:HR/ Recruitment / IR Role:Recruitment Manager Keyskills US offshore head US Offshore team lead RPO US based Consulting international staffing international hiring international recruitment usa based consulting Desired Candidate Profile ? Company Profile: Confidential Confidential Download PPT Photo 1 ? View Contact Details",2.20E+11,Bengaluru,Looking for US Offshore Team lead - Bangalore,,Not Disclosed by Recruiter,2016-10-10 16:21:02 +0000,,HR,173628adc7fb71f72c7556c79a808355
EQA Labs Inc,UG: Any Graduate - Any Specialization,0 - 5 yrs,IT-Software / Software Services,"Job Description ? Send me Jobs like this EQA Labs urgently need consultants for onsite projects at their California location? for below technologies: Java developers ? ? -05 No's Dot net developers- 03 No's Android developers-03 nos Oracle Pl SQL developer- 02 Nos IOS developers- 03 Nos Hadoop developers-03 Nos QA testers-05 Nos. We are also Sponsoring H1b,Candidate must have a any sort of Visa( H1B,OPT,B1 etc.,). Salary:USD 65,000 - 85,000 P.A Industry: IT-Software / Software Services Functional Area: IT Software - Application Programming , Maintenance Role Category:Programming & Design Role:Software Developer Keyskills Net Java Hadoop QA IOS Oracle PL SQL Android. Desired Candidate Profile Please refer to the Job description above Education- UG: Any Graduate - Any Specialization Company Profile: EQA Labs Inc Enterprise QA Labs Inc Inc is one of the fastest growing QA Automation and Performance Solutions consulting firm all over USA and India. Download PPT Photo 1 ? View Contact Details",1.01E+11,Bengaluru,EQA Labs Urgently need Java Consultants for California USA Location.,,"65,000 - 85,000 P.A",2016-10-10 16:21:02 +0000,,IT Software - Application Programming,e7abbf88ef3b6aeae224a738c33aa7bd
Confidential,UG: Any Graduate - Any Specialization,1 - 2 yrs,Recruitment / Staffing,"Job Description ? Send me Jobs like this RPO is a solution that we provide to our premium customers across all domains. Currently we are looking out for a IT / Telecom Recruiter who would a part of a vibrant and focused team working as a part of team in our client's location. Following are the brief of our expectations from the candidate that we are looking to hire in our team. Kindly share a brief about you and your updated CV to my eamil id : antonyvikram@scaleneworks.org. Positions : RPO Consultant / Recruitment Enhancers Client : Leading Telecom Organization Yrs of Exp : 1 - 2.5 yrs (IT / Telecom Recruitment) Work Locations : Bangalore Skills: Mandatory: Strong sourcing skills in IT or Telecom technologies. Good communication skills. Target orientation. Managed niche and generic skills. Managed volume and lateral hiring. Handled Junior/ Mid-level hirings. Good candidate management and conversion skills. Good Client / Stakeholder interaction skills. Good to Have: Exposure to LinkedIn Sourcing Reports and Data analytical skills Headhunting exposure Would be more than happy to connect with you to take your career to a different tangent. Thanks, Salary: Best in the Industry Practice Industry: Recruitment / Staffing Functional Area: HR , Recruitment , Administration , IR Role Category:HR/ Recruitment / IR Role:Recruitment Executive Keyskills Recruitment Head Hunting Lateral Hiring RPO Sourcing Consulting Linkedin IT Analytical Skills IT Recruiter recruitment executive hr recruitment Desired Candidate Profile ? Education- UG: Any Graduate - Any Specialization Company Profile: Confidential Confidential Download PPT Photo 1 ? View Contact Details",2.91E+11,Bengaluru,RPO - Consultant,,Best in the Industry Practice,2016-10-10 16:21:02 +0000,,HR,046bcfd372ebb94fe826015a2dc88d4c
